id,title,user,bot,timestamp,domain,namespace,comment,length_old,length_new,revision_old,revision_new,minor,patrolled,wiki,title_url,wiki_url,rule_score,rules,diff_added,diff_removed,nlp_score,nlp_notes,entropy,kl_divergence,compression_ratio,mass_rule,mass_nlp
2009728515,Patrick O'Connor (Massachusetts politician),Ser Amantio di Nicolao,False,1774501023,en.wikipedia.org,0,"/* top */ fix parameter(s), replaced: honorific-suffix → honorific_suffix",5471,5471,1343868739,1345452035,False,False,enwiki,https://en.wikipedia.org/wiki/Patrick_O%27Connor_(Massachusetts_politician),https://en.wikipedia.org/w/index.php?diff=1345452035&oldid=1343868739,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009728524,Houston Ship Channel,Antony-22,False,1774501025,en.wikipedia.org,0,"/* Crossings */ oh, well",18999,18905,1345451611,1345452040,False,False,enwiki,https://en.wikipedia.org/wiki/Houston_Ship_Channel,https://en.wikipedia.org/w/index.php?diff=1345452040&oldid=1345451611,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009728532,Patrick O'Flynn,Ser Amantio di Nicolao,False,1774501025,en.wikipedia.org,0,"fix parameter(s), replaced: honorific-suffix → honorific_suffix",10455,10454,1333154135,1345452043,False,False,enwiki,https://en.wikipedia.org/wiki/Patrick_O%27Flynn,https://en.wikipedia.org/w/index.php?diff=1345452043&oldid=1333154135,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009728531,William Macneile Dixon,Sedrick Octauious Thrower,False,1774501026,en.wikipedia.org,0,,5863,5820,1335530407,1345452044,True,False,enwiki,https://en.wikipedia.org/wiki/William_Macneile_Dixon,https://en.wikipedia.org/w/index.php?diff=1345452044&oldid=1335530407,1.0,rule:no_comment,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0442, ""s"": 0.243, ""t"": 0.7128}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009728537,Anna Swenn-Larsson,Wburrow,False,1774501024,en.wikipedia.org,0,adjust wctitles link,20709,20670,1345451931,1345452036,False,False,enwiki,https://en.wikipedia.org/wiki/Anna_Swenn-Larsson,https://en.wikipedia.org/w/index.php?diff=1345452036&oldid=1345451931,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009728538,Patrick Peacock,Ser Amantio di Nicolao,False,1774501027,en.wikipedia.org,0,"/* top */ fix parameter(s), replaced: honorific-prefix → honorific_prefix, honorific-suffix → honorific_suffix",6670,6670,1296411801,1345452046,False,False,enwiki,https://en.wikipedia.org/wiki/Patrick_Peacock,https://en.wikipedia.org/w/index.php?diff=1345452046&oldid=1296411801,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009728547,Patrick Prendergast (academic),Ser Amantio di Nicolao,False,1774501028,en.wikipedia.org,0,"/* top */ fix parameter(s), replaced: honorific-suffix → honorific_suffix",17247,17247,1334447743,1345452048,False,False,enwiki,https://en.wikipedia.org/wiki/Patrick_Prendergast_(academic),https://en.wikipedia.org/w/index.php?diff=1345452048&oldid=1334447743,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009728548,R. H. Thomson,Yedaman54,False,1774501029,en.wikipedia.org,0,Added Use Canadian English per [[MOS:TIES]] and mdy dates,12789,12864,1333668836,1345452049,True,False,enwiki,https://en.wikipedia.org/wiki/R._H._Thomson,https://en.wikipedia.org/w/index.php?diff=1345452049&oldid=1333668836,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009728555,Large language model,Lfstevens,False,1774501020,en.wikipedia.org,0,/* See also */+World model,165917,165961,1345356533,1345452029,False,False,enwiki,https://en.wikipedia.org/wiki/Large_language_model,https://en.wikipedia.org/w/index.php?diff=1345452029&oldid=1345356533,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009728559,D. Arthur Kelsey,Rublamb,False,1774501032,en.wikipedia.org,0,/* Select publications */ format,7771,7848,1345451163,1345452057,False,False,enwiki,https://en.wikipedia.org/wiki/D._Arthur_Kelsey,https://en.wikipedia.org/w/index.php?diff=1345452057&oldid=1345451163,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009728572,"Holbrook, New York",CyrusTheMediocre,False,1774501032,en.wikipedia.org,0,Add 2020 census data,15327,18276,1345431446,1345452059,False,False,enwiki,"https://en.wikipedia.org/wiki/Holbrook,_New_York",https://en.wikipedia.org/w/index.php?diff=1345452059&oldid=1345431446,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009728573,List of awards and nominations received by Jennifer Lawrence,Phraowin,False,1774501028,en.wikipedia.org,0,/* Teen Choice Awards */style,143835,143777,1345451930,1345452050,False,False,enwiki,https://en.wikipedia.org/wiki/List_of_awards_and_nominations_received_by_Jennifer_Lawrence,https://en.wikipedia.org/w/index.php?diff=1345452050&oldid=1345451930,0.0,,,,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
